CÓD. DEP.;DEPARTAMENTO;CÓD MUN;MUNICIPIO;GRUPO DE CULTIVO;SUBGRUPO DE CULTIVO;CULTIVO;DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO;CÓDIGO CULTIVO;NOMBRE CIENTIFICO;PERIODO;Área Sembrada(ha);Área Cosechada(ha);Producción(t);Rendimiento(t/ha);ESTADO FISICO PRODUCCION
66;RISARALDA;66594;QUINCHIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;3.529;3.0;2.717;0.9;PERGAMINO SECO
66;RISARALDA;66318;GUATICA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;2.77;2.4;4.096;1.7;PERGAMINO SECO
66;RISARALDA;66075;BALBOA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.937;1.4;1.863;1.4;PERGAMINO SECO
66;RISARALDA;66456;MISTRATO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.831;1.4;1.336;0.9;PERGAMINO SECO
66;RISARALDA;6617;DOS QUEBRADAS;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.185;934.0;1.26;1.3;PERGAMINO SECO
66;RISARALDA;66572;PUEBLO RICO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;505;387.0;400;1;PERGAMINO SECO
66;RISARALDA;664;LA VIRGINIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;50;46.0;32;0.7;PERGAMINO SECO
68;SANTANDER;68755;SOCORRO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;4.268;3.5;4.495;1.3;PERGAMINO SECO
68;SANTANDER;68679;SAN GIL;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;2.519;2.1;2.837;1.3;PERGAMINO SECO
68;SANTANDER;68855;VALLE DE SAN JOSE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;2.309;1.8;3.315;1.8;PERGAMINO SECO
68;SANTANDER;68533;PARAMO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;2.14;1.7;2.575;1.6;PERGAMINO SECO
68;SANTANDER;68689;SAN VICENTE DE CHUCURI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;2.081;1.9;2.126;1.1;PERGAMINO SECO
68;SANTANDER;68051;ARATOCA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.885;1.6;2.815;1.7;PERGAMINO SECO
68;SANTANDER;68209;CONFINES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.848;1.4;1.837;1.3;PERGAMINO SECO
68;SANTANDER;68229;CURITI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.832;1.6;2.06;1.3;PERGAMINO SECO
68;SANTANDER;68549;PINCHOTE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.727;1.5;1.948;1.3;PERGAMINO SECO
68;SANTANDER;685;OIBA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.578;1.3;1.401;1.1;PERGAMINO SECO
68;SANTANDER;68217;COROMORO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.48;1.3;1.681;1.3;PERGAMINO SECO
68;SANTANDER;68498;OCAMONTE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.468;1.3;1.483;1.1;PERGAMINO SECO
68;SANTANDER;68615;RIONEGRO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.269;1.1;669;0.6;PERGAMINO SECO
68;SANTANDER;6832;GUADALUPE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.268;1.1;1.41;1.3;PERGAMINO SECO
68;SANTANDER;68464;MOGOTES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.214;1.0;1.785;1.7;PERGAMINO SECO
68;SANTANDER;68444;MATANZA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.204;1.1;1.962;1.9;PERGAMINO SECO
68;SANTANDER;68167;CHARALA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.169;946.0;1.251;1.3;PERGAMINO SECO
68;SANTANDER;6877;SUAITA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.081;880.0;1.365;1.6;PERGAMINO SECO
68;SANTANDER;68572;PUENTE NACIONAL;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.038;858.0;1.134;1.3;PERGAMINO SECO
68;SANTANDER;68255;EL PLAYON;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;932;790.0;818;1;PERGAMINO SECO
68;SANTANDER;68176;CHIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;918;759.0;654;0.9;PERGAMINO SECO
68;SANTANDER;68547;PIEDECUESTA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;897;722.0;747;1;PERGAMINO SECO
68;SANTANDER;68895;ZAPATOCA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;825;730.0;906;1.2;PERGAMINO SECO
68;SANTANDER;68669;SAN ANDRES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;814;720.0;745;1;PERGAMINO SECO
68;SANTANDER;68296;GALAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;785;729.0;816;1.1;PERGAMINO SECO
68;SANTANDER;68524;PALMAS DEL SOCORRO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;778;615.0;796;1.3;PERGAMINO SECO
68;SANTANDER;68745;SIMACOTA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;760;617.0;532;0.9;PERGAMINO SECO
68;SANTANDER;68235;EL CARMEN DE CHUCURI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;714;587.0;776;1.3;PERGAMINO SECO
68;SANTANDER;68077;BARBOSA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;630;551.0;712;1.3;PERGAMINO SECO
68;SANTANDER;68344;HATO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;578;513.0;574;1.1;PERGAMINO SECO
68;SANTANDER;68001;BUCARAMANGA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;550;443.0;763;1.7;PERGAMINO SECO
68;SANTANDER;68276;FLORIDABLANCA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;547;431.0;803;1.9;PERGAMINO SECO
68;SANTANDER;68079;BARICHARA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;512;446.0;423;0.9;PERGAMINO SECO
68;SANTANDER;68324;GUAVATA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;423;369.0;636;1.7;PERGAMINO SECO
68;SANTANDER;6882;TONA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;421;363.0;438;1.2;PERGAMINO SECO
68;SANTANDER;68368;JESUS MARIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;408;350.0;463;1.3;PERGAMINO SECO
68;SANTANDER;68264;ENCINO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;394;340.0;351;1;PERGAMINO SECO
68;SANTANDER;68271;FLORIAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;393;326.0;422;1.3;PERGAMINO SECO
68;SANTANDER;68092;BETULIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;391;342.0;589;1.7;PERGAMINO SECO
68;SANTANDER;68322;GUAPOTA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;339;288.0;381;1.3;PERGAMINO SECO
68;SANTANDER;6802;ALBANIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;332;283.0;488;1.7;PERGAMINO SECO
68;SANTANDER;68773;SUCRE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;324;274.0;354;1.3;PERGAMINO SECO
68;SANTANDER;68861;VELEZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;304;269.0;296;1.1;PERGAMINO SECO
68;SANTANDER;68211;CONTRATACION;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;301;262.0;339;1.3;PERGAMINO SECO
68;SANTANDER;68705;SANTA BARBARA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;208;163.0;141;0.9;PERGAMINO SECO
68;SANTANDER;68673;SAN BENITO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;199;175.0;301;1.7;PERGAMINO SECO
68;SANTANDER;68377;LA BELLEZA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;197;161.0;212;1.3;PERGAMINO SECO
68;SANTANDER;68101;BOLIVAR;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;183;171.0;221;1.3;PERGAMINO SECO
68;SANTANDER;68327;GUEPSA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;144;130.0;202;1.6;PERGAMINO SECO
68;SANTANDER;6878;SURATA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;144;133.0;175;1.3;PERGAMINO SECO
68;SANTANDER;68169;CHARTA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;131;113.0;149;1.3;PERGAMINO SECO
68;SANTANDER;68418;LOS SANTOS;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;122;89.0;117;1.3;PERGAMINO SECO
68;SANTANDER;68318;GUACA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;110;101.0;70;0.7;PERGAMINO SECO
68;SANTANDER;68179;CHIPATA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;106;92.0;122;1.3;PERGAMINO SECO
68;SANTANDER;68013;AGUADA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;102;94.0;162;1.7;PERGAMINO SECO
68;SANTANDER;68872;VILLANUEVA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;101;86.0;114;1.3;PERGAMINO SECO
68;SANTANDER;68307;GIRON;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;98;85.0;80;0.9;PERGAMINO SECO
68;SANTANDER;68298;GAMBITA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;96;82.0;127;1.6;PERGAMINO SECO
68;SANTANDER;68502;ONZAGA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;95;89.0;92;1;PERGAMINO SECO
68;SANTANDER;68468;MOLAGAVITA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;95;79.0;105;1.3;PERGAMINO SECO
68;SANTANDER;6816;CEPITA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;77;63.0;95;1.5;PERGAMINO SECO
68;SANTANDER;6837;JORDAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;75;68.0;82;1.2;PERGAMINO SECO
68;SANTANDER;68682;SAN JOAQUIN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;68;65.0;56;0.9;PERGAMINO SECO
68;SANTANDER;68266;ENCISO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;51;40.0;52;1.3;PERGAMINO SECO
68;SANTANDER;68406;LEBRIJA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;43;40.0;53;1.3;PERGAMINO SECO
68;SANTANDER;68245;EL GUACAMAYO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;38;36.0;63;1.7;PERGAMINO SECO
68;SANTANDER;68397;LA PAZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;35;32.0;42;1.3;PERGAMINO SECO
68;SANTANDER;68684;SAN JOSE DE MIRANDA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;32;30.0;32;1.1;PERGAMINO SECO
68;SANTANDER;68385;LANDAZURI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;22;21.0;28;1.3;PERGAMINO SECO
68;SANTANDER;68432;MALAGA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;16;14.0;11;0.7;PERGAMINO SECO
68;SANTANDER;68686;SAN MIGUEL;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;12;12.0;10;0.9;PERGAMINO SECO
68;SANTANDER;68121;CABRERA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;10;9.0;12;1.3;PERGAMINO SECO
68;SANTANDER;6825;EL PEÑON;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;9;9.0;12;1.3;PERGAMINO SECO
68;SANTANDER;6872;SANTA HELENA DEL OPON;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;8;8.0;10;1.3;PERGAMINO SECO
68;SANTANDER;68147;CAPITANEJO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;4;4.0;3;0.7;PERGAMINO SECO
73;TOLIMA;73555;PLANADAS;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;13.463;11.1;9.575;0.9;PERGAMINO SECO
73;TOLIMA;73067;ATACO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;10.432;9.1;9.364;1;PERGAMINO SECO
73;TOLIMA;73001;IBAGUE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;8.889;7.8;6.745;0.9;PERGAMINO SECO
73;TOLIMA;73411;LIBANO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;8.68;7.3;5.657;0.8;PERGAMINO SECO
73;TOLIMA;73168;CHAPARRAL;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;7.578;6.7;6.284;0.9;PERGAMINO SECO
73;TOLIMA;73624;ROVIRA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;6.485;5.5;3.8;0.7;PERGAMINO SECO
73;TOLIMA;73616;RIOBLANCO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;6.117;5.4;6.997;1.3;PERGAMINO SECO
73;TOLIMA;73504;ORTEGA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;5.818;5.3;9.135;1.7;PERGAMINO SECO
73;TOLIMA;73283;FRESNO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;5.734;4.8;8.317;1.7;PERGAMINO SECO
73;TOLIMA;73675;SAN ANTONIO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;4.06;3.6;3.112;0.9;PERGAMINO SECO
73;TOLIMA;73043;ANZOATEGUI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;3.945;3.4;2.952;0.9;PERGAMINO SECO
73;TOLIMA;73236;DOLORES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;3.837;3.4;2.095;0.6;PERGAMINO SECO
73;TOLIMA;7387;VILLAHERMOSA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;3.588;3.2;3.015;0.9;PERGAMINO SECO
73;TOLIMA;7352;PALOCABILDO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;2.364;1.9;1.674;0.9;PERGAMINO SECO
73;TOLIMA;73152;CASABIANCA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.922;1.6;3.044;1.9;PERGAMINO SECO
73;TOLIMA;73024;ALPUJARRA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.856;1.8;1.505;0.9;PERGAMINO SECO
73;TOLIMA;73347;HERVEO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.782;1.6;1.259;0.8;PERGAMINO SECO
73;TOLIMA;73873;VILLARRICA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.776;1.6;1.37;0.9;PERGAMINO SECO
73;TOLIMA;73352;ICONONZO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.728;1.6;1.247;0.8;PERGAMINO SECO
73;TOLIMA;73854;VALLE DE SAN JUAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.456;1.3;1.001;0.8;PERGAMINO SECO
73;TOLIMA;73861;VENADILLO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.365;1.3;2.341;1.9;PERGAMINO SECO
73;TOLIMA;73124;CAJAMARCA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.321;1.2;1.011;0.9;PERGAMINO SECO
73;TOLIMA;73226;CUNDAY;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.304;1.1;739;0.7;PERGAMINO SECO
73;TOLIMA;7327;FALAN;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.272;1.1;747;0.7;PERGAMINO SECO
73;TOLIMA;73563;PRADO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.076;952.0;657;0.7;PERGAMINO SECO
73;TOLIMA;73686;SANTA ISABEL;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.039;968.0;1.251;1.3;PERGAMINO SECO
73;TOLIMA;73026;ALVARADO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;925;811.0;768;0.9;PERGAMINO SECO
73;TOLIMA;73443;MARIQUITA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;466;397.0;375;0.9;PERGAMINO SECO
73;TOLIMA;73622;RONCESVALLES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;328;296.0;255;0.9;PERGAMINO SECO
73;TOLIMA;73408;LERIDA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;259;233.0;145;0.6;PERGAMINO SECO
73;TOLIMA;73678;SAN LUIS;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;254;214.0;133;0.6;PERGAMINO SECO
73;TOLIMA;73585;PURIFICACION;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;226;193.0;133;0.7;PERGAMINO SECO
73;TOLIMA;73055;ARMERO (GUAYABAL);OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;212;181.0;337;1.9;PERGAMINO SECO
73;TOLIMA;73449;MELGAR;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;182;167.0;129;0.8;PERGAMINO SECO
73;TOLIMA;73483;NATAGAIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;128;122.0;115;0.9;PERGAMINO SECO
73;TOLIMA;73461;MURILLO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;115;108.0;102;0.9;PERGAMINO SECO
73;TOLIMA;73217;COYAIMA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;65;58.0;55;0.9;PERGAMINO SECO
73;TOLIMA;7377;SUAREZ;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;10;10.0;9;0.9;PERGAMINO SECO
76;VALLE DEL CAUCA;76736;SEVILLA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;6.029;4.9;5.906;1.2;PERGAMINO SECO
76;VALLE DEL CAUCA;76243;EL AGUILA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;4.766;3.8;4.862;1.3;PERGAMINO SECO
76;VALLE DEL CAUCA;76122;CAICEDONIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;4.125;3.2;3.712;1.2;PERGAMINO SECO
76;VALLE DEL CAUCA;76828;TRUJILLO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;4.125;3.3;3.543;1.1;PERGAMINO SECO
76;VALLE DEL CAUCA;76041;ANSERMANUEVO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;3.975;3.3;2.547;0.8;PERGAMINO SECO
76;VALLE DEL CAUCA;76834;TULUA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;3.893;3.4;3.267;0.9;PERGAMINO SECO
76;VALLE DEL CAUCA;76246;EL CAIRO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;2.9;2.6;1.989;0.8;PERGAMINO SECO
76;VALLE DEL CAUCA;76616;RIOFRIO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;2.723;2.3;2.561;1.1;PERGAMINO SECO
76;VALLE DEL CAUCA;76113;BUGALAGRANDE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.777;1.6;1.085;0.7;PERGAMINO SECO
76;VALLE DEL CAUCA;76054;ARGELIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.536;1.2;776;0.6;PERGAMINO SECO
76;VALLE DEL CAUCA;76364;JAMUNDI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.466;1.3;800;0.6;PERGAMINO SECO
76;VALLE DEL CAUCA;76823;TORO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.453;1.4;1.771;1.3;PERGAMINO SECO
76;VALLE DEL CAUCA;7602;ALCALA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.424;985.0;1.698;1.7;PERGAMINO SECO
76;VALLE DEL CAUCA;761;BOLIVAR;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.414;1.3;1.105;0.9;PERGAMINO SECO
76;VALLE DEL CAUCA;76275;FLORIDA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.333;1.2;1.265;1;PERGAMINO SECO
76;VALLE DEL CAUCA;76863;VERSALLES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.119;1.1;817;0.8;PERGAMINO SECO
76;VALLE DEL CAUCA;76233;DAGUA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;1.05;971.0;1.811;1.9;PERGAMINO SECO
76;VALLE DEL CAUCA;7689;YOTOCO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;901;750.0;841;1.1;PERGAMINO SECO
76;VALLE DEL CAUCA;76497;OBANDO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;881;782.0;486;0.6;PERGAMINO SECO
76;VALLE DEL CAUCA;76306;GINEBRA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;851;767.0;661;0.9;PERGAMINO SECO
76;VALLE DEL CAUCA;76622;ROLDANILLO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;722;647.0;446;0.7;PERGAMINO SECO
76;VALLE DEL CAUCA;76845;ULLOA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;659;507.0;699;1.4;PERGAMINO SECO
76;VALLE DEL CAUCA;76001;CALI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;656;614.0;635;1;PERGAMINO SECO
76;VALLE DEL CAUCA;7625;EL DOVIO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;653;578.0;748;1.3;PERGAMINO SECO
76;VALLE DEL CAUCA;76377;LA CUMBRE;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;641;571.0;492;0.9;PERGAMINO SECO
76;VALLE DEL CAUCA;76869;VIJES;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;619;592.0;368;0.6;PERGAMINO SECO
76;VALLE DEL CAUCA;76403;LA VICTORIA;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;549;515.0;888;1.7;PERGAMINO SECO
76;VALLE DEL CAUCA;76606;RESTREPO;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;526;470.0;414;0.9;PERGAMINO SECO
76;VALLE DEL CAUCA;76318;GUACARI;OTROS PERMANENTES;CAFE;CAFE;CAFE;10,020,101;COFFEA ARABICA;2018;516;451.0;544;1.2;PERGAMINO SECO
